"No.","Time","Source","Destination","Protocol","Length","Info"
"1887","9.580524","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1888","9.581352","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1889","9.581534","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1890","9.581573","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1891","9.592143","192.168.0.22","144.195.37.36","TLSv1.3","97","Application Data"
"1892","9.592353","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1893","9.592353","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1894","9.592353","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1895","9.592771","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1896","9.602070","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1897","9.602313","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1898","9.602445","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1899","9.602480","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1900","9.602734","192.168.0.22","144.195.37.36","UDP","125","61261  >  8801 Len=83"
"1901","9.612597","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1902","9.612747","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1903","9.612871","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1904","9.613293","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1905","9.622655","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1906","9.622813","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1907","9.622940","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1908","9.623114","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1909","9.664152","192.168.0.22","144.195.37.36","UDP","123","61266  >  8801 Len=81"
"1910","9.681802","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1911","9.681802","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1912","9.681802","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1913","9.681802","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1914","9.681802","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1915","9.681802","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1916","9.681802","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1917","9.681802","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1918","9.681802","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1919","9.681802","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1920","9.681802","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
